ID,Country.of.Origin,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture
424,Mexico,7.820983626382072,7.779533681082974,7.450080972358678,7.545155309150867,7.579441850376204,7.557665573084478,10.044415499995704,9.963685775813088,10.032884259953128,7.381081772570202,83.25180277573732,0.15063893691893931
425,Taiwan,7.704364641385036,7.52039692654356,7.524462577344693,7.521569484498655,7.6327608525655135,7.8520153721812855,10.036940213930926,9.955077285828569,10.041091086389546,7.552036982780656,83.22102759782769,0.14829822167951356
426,Taiwan,7.872527721825447,7.804428189259422,7.7048746364578315,7.614791488460849,7.507504987398438,7.37195191744813,9.979537677385762,9.967259060675667,9.995248372715857,7.308100953123595,83.26697695341271,0.050075874846396695
427,Colombia,7.558098258439442,7.602581060384045,7.500578367662493,7.5652101571822365,7.581345032896726,7.7821254370223265,9.994377537429775,10.026969505314261,9.972993277233464,7.661402816646368,83.2691519333515,0.022701721760206323
428,Guatemala,7.465627949980281,7.684200070359448,7.569320603496763,7.668473795916544,7.685849560764779,7.451925310451125,10.049309283686323,9.989847942184335,9.968398219677804,7.7060504088624056,83.2300832268717,0.06050335197924637
429,Colombia,7.848722609896397,7.495782484128869,7.708736431396392,7.288188547811336,7.654068149958716,7.641198643579454,10.007098281888066,10.038671719127002,10.046063954264566,7.545010148213459,83.28679343516247,0.1450671814788616
430,Mexico,7.538457643634271,7.7589523863134655,7.472266258323543,7.4803931185738755,7.5642976381637235,7.552085676077074,10.01317621588028,9.953969615151962,10.049767580962836,7.743981245781503,83.2278775227325,0.13359176245481
431,United States (Hawaii),7.579770019154665,7.766307658660131,7.878521308869664,8.007464537143683,8.10891467599217,7.711212338363298,9.326977372295866,10.03886454104615,9.29203883990014,7.68808598500064,83.21666714323138,0.13906949723504536
432,Mexico,7.745489218486276,7.571590431224977,7.563104767876883,7.555808295387133,7.457899088071618,7.530016090924947,10.04884724677573,10.032643825834056,10.0241374295622,7.700281648534425,83.28807547964848,0.08230071501752398
433,Mexico,7.790469662490797,7.770858972660425,7.380931226737913,7.92867329323318,7.344551583579822,7.545521490583932,10.016359756378542,10.029077839459108,9.955444645361998,7.5573678826461315,83.25525028862502,0.12708101340610833
434,Guatemala,7.86764822205053,7.6292084857220575,7.036674396994438,7.857325338948885,7.396696922231613,8.114425933789622,10.03404344289982,10.04151755171518,9.98256561490361,7.394024022887391,83.27475294367622,0.15287092398204327
435,Brazil,7.716992092710689,7.715188575308865,7.542786111455676,7.592760610621008,7.573124554394916,7.560195067050896,10.032738549223119,9.99504196052492,10.01451905635411,7.542927514680439,83.23772780194588,0.10602971988213186
436,Colombia,7.718785467805101,7.56993019567055,7.540443395927536,7.372640601318861,7.790832353459264,7.612237078769559,9.990967120521754,9.953786295947067,9.950763013290743,7.5952484467799355,83.20132048798449,0.1692252929782427
437,Colombia,7.6566876114688665,7.656416907952524,7.545925888462005,7.5206882635404275,7.589402058602411,7.687822296825487,10.04791246371914,9.987830679877794,10.018248098253407,7.680592918830296,83.21316464940283,0.1003613042142556
438,Colombia,7.921289989191391,7.798811387936974,7.20623341919226,7.401046148330408,7.788278396682406,7.588148751366807,10.047837290308461,9.989765450797641,9.993692782600407,7.535672886326674,83.2437247843547,0.03365301911099155
439,Colombia,8.000390157574044,7.68981174336409,7.659291489275469,7.224124371370153,7.66717784216906,7.487694914426517,10.019386836700756,9.973117261446893,9.979029786747015,7.543059991387278,83.20759698443386,0.15498156417149098
440,Colombia,7.875743042196545,7.705306629839175,7.522534616767417,7.44554811811787,7.374389176412281,7.679617401195188,10.02112460067184,9.990536754877807,10.046101309686408,7.55540396614964,83.23324705592805,0.010081286796661756
441,Brazil,7.675199651203266,7.418253226395767,7.53362188259801,7.594835532936595,7.632759592472496,7.541290279989913,9.954654185252252,10.038348239093288,9.951022639874532,7.783587627631765,83.19905871696288,0.12636892877836647
442,Guatemala,7.5550520638091605,7.558934447818053,7.303524944617753,7.634550797631343,7.756185418825624,7.567783417334075,9.994604279459175,9.971736669767873,9.9624853109525,7.66363734395354,83.16128035742557,0.10755714012117928
443,"Tanzania, United Republic Of",7.706279221205887,7.565820880417384,7.450993249882178,7.660381973086598,7.659140572823643,7.602988390443834,9.975694159688393,10.047307229338394,9.983765362186556,7.5829734794209225,83.1211741518301,0.08525031487353701
444,Peru,7.925215566910271,7.522621621881558,7.495064588424732,7.536504535767806,7.680703614469587,7.545080144711313,9.987564220393349,10.042635355617824,10.047132812806192,7.5281623871446,83.1636640951231,0.06803491350041577
445,Vietnam,7.608418932140522,7.461810312193144,7.119014836384775,7.308636618119337,7.568326470046738,8.587713216947572,9.956407834179815,10.020363887094597,9.984814348372234,7.559051935545941,83.15081892686534,0.10828082376237817
446,Guatemala,7.678500391953743,7.74020720274022,7.441499718967335,7.726886332060226,7.598064732035494,7.491202763366017,9.971296773896128,9.96203574877758,10.011054214613466,7.486342920466551,83.18566729590239,0.08061450019784762
447,Honduras,7.636892873693803,7.627797097108985,7.543137102373315,7.6728946352089755,7.464840166435988,7.695361072230725,9.965451851477296,10.006192641012257,10.03156744240537,7.541576457030148,83.21710980995793,0.10975353547924871
448,China,7.508548610459625,7.695596225166093,7.320134201084917,7.689954065894869,7.68347306329372,7.646522874820732,10.018040462963144,10.013130200316658,9.971686609466916,7.659828716942422,83.18014514753773,0.14220476626091108
449,China,7.633372883222135,7.6391317347003405,7.520751729721957,7.702883627964195,7.389907465162642,7.587894989165351,10.0297282105453,9.977337718403602,10.03310724100881,7.655004735888428,83.18482279901897,0.07274356883973175
450,El Salvador,7.456899199702935,7.480498402045673,7.322282805049515,7.719247242515655,8.045314475541398,7.641216201058554,10.027186236505841,10.043237364458472,9.950528507532585,7.472944478396884,83.16361147897895,-0.0017339262344679973
451,Guatemala,7.505007967390996,7.709254999579085,7.473449041479073,7.809385901836511,7.570837731630573,7.5497703557389055,10.036278002527261,10.020487975764024,10.007217114496822,7.502519141813862,83.21345193959121,0.0647499612816208
452,Guatemala,7.917673949208792,7.692990919657257,7.438609324493174,7.799459376153561,7.493534921853946,7.547803766031458,9.951674385516435,10.045256961810892,10.02000107245571,7.440255251263838,83.19901407267045,0.1467044880119741
453,Kenya,7.858368191941661,7.782314055760657,7.642282504952326,7.751604470305408,7.844806682036331,8.50197521033045,9.332956554388643,9.287184323965722,9.357218644432228,7.848981674188391,83.1894158837181,0.0830704771688295
454,Thailand,7.702387833466714,7.564537698111266,7.565308817325303,7.766869084652902,7.458030998250648,7.680336722769153,9.997025745774016,10.027698796825,10.014927967851756,7.484956067300864,83.1439411557946,0.08964561745183752
455,"Tanzania, United Republic Of",7.618130406190315,7.711769965084494,7.686885018096979,7.560387179213199,7.433157302826434,7.600405879255399,10.04651869236507,9.959060010465725,10.008405047204697,7.696057821338056,83.16078181325248,0.16225402565317953
456,Colombia,7.557683674694035,7.45837189339027,7.472820095710151,7.697957401397784,7.481581791009791,7.664199723128588,10.042659148240848,9.980363593433292,9.9879563530809,7.701117437561994,83.1246794472042,0.013504064971043464
457,Uganda,8.017810299370662,7.663411163389942,7.485299490189848,7.392226698308909,7.296065583367058,7.612468042881404,9.954314164144094,10.034928334530754,10.009696548813517,7.697254420318253,83.197068959597,0.126979538531857
458,Colombia,7.579514485047818,7.77451399972321,7.515064012206702,7.5819853794383345,7.629911378882915,7.578159404141926,10.038102064572053,10.01106424371415,10.031620436573084,7.5562141556722775,83.12948203291626,0.14769000067705196
459,Honduras,7.523705540521649,7.518602132160494,7.536138662506146,7.7063629994672675,7.625994422409209,7.667815703145884,9.96579140776998,10.022490192042751,9.963428919265006,7.652076840347837,83.19377344268256,0.1218530150067814
460,Honduras,7.671348232847015,7.719991054224788,7.47270106421995,7.651389581772584,7.454240086513968,7.705164005815384,10.008701903677341,10.046275516212436,9.979242263169738,7.456206959341714,83.1203176300415,0.15999069715253583
461,Guatemala,7.3772272383161726,7.7866559033852765,7.143973923301553,8.127082730980883,7.315264601951419,7.672745329495468,9.9782097417533,10.006923936392136,10.014118036689629,7.645195660286278,83.14696864448796,0.05490415256978934
462,United States (Hawaii),7.545875529966609,7.4544264567187435,7.535614538135609,7.387400337654632,7.9679189512087785,7.661089156391975,10.021999353980316,9.977382788347516,9.970927604282101,7.562748480483105,83.16298273100116,0.06366792583720696
463,"Tanzania, United Republic Of",7.6201451207603785,7.511152599111753,7.5568733767691425,7.735892411139517,7.548587705076482,7.613196524895052,9.979386690234842,9.964768472398491,10.013037534916682,7.61385525282764,83.21275740981505,0.1575605309391866
464,Guatemala,7.689552043514003,7.872765359356862,7.3485209852947095,7.651767554872131,7.516565983699493,7.65231568702538,10.024310760917698,10.002387164015163,9.98041311932913,7.537708373041075,83.13884517781817,0.12741274846527376
465,Mexico,7.78969346529492,7.580850760397084,7.579746305744545,7.597263158790303,7.453567320565114,7.4691027707432855,9.998081903370712,9.951156506363043,10.028552089260705,7.722914545871082,83.13174587474818,0.06006041385743942
466,Mexico,7.774582130257914,7.665316881622331,7.574666526059873,7.480523401714694,7.44447638601314,7.6039204287094995,9.999818196540797,10.004518444499734,10.021516856069914,7.692060067432594,83.20622390066258,0.09156466075512508
467,Mexico,7.548298474386684,7.795418197203057,7.437345584400989,7.686545947807075,7.464450321939021,7.580409603039661,9.98599576068864,10.02437012756032,9.96510430780613,7.7101973487675215,83.21601581316921,0.1284090825344019
468,Colombia,7.693549641004253,7.517757412709684,7.457531867258143,7.455714413340995,7.587525828642519,8.161749316563027,9.9660403229855,9.962377061284295,9.968415111507623,7.249415215731376,83.17872867819851,0.10795133711515977
469,Mexico,7.722819537527699,7.530835398700267,7.468968011961183,7.748428052771346,7.530126032973091,7.539918994185093,9.965800659040658,10.015279177796177,9.969102960070263,7.594536266606483,83.12661176692586,0.12741008277654978
470,Colombia,7.553965959734999,7.68065554448603,7.512113235519069,7.560720255481093,7.686607068506977,7.649405505146434,9.981218291091071,10.036407220482088,10.019069141977601,7.474335464032507,83.20907919080332,0.07075466028122285
471,Mexico,7.465753748744509,7.763507149886229,7.626245990616894,7.609160337068343,7.6618398166831785,7.506315442967545,10.036644811336188,10.025780076949088,10.027500042964656,7.5495426082279415,83.12067447914899,0.14893135158431486
472,Brazil,7.757366794324178,7.6294045275846285,7.5714729159445255,7.53586897212181,7.606112048083011,7.58326768671166,9.969121428667355,10.046361089744275,9.957882100803104,7.468055888856748,83.14513779518718,0.09503987735317605
473,Brazil,7.909234724581177,7.550390191429757,7.536610954233744,7.554788224312054,7.424547103850546,7.511317182068979,10.00362695990638,9.988951746696378,9.978429273488453,7.629423269565846,83.21784325067601,0.10271799422834178
474,Guatemala,7.714519083796074,7.458610629228017,7.719077408089398,7.4852132002134,7.947680175223555,8.011392602257038,10.032792505505734,9.96886734858544,9.30650820901736,7.505285408208315,83.17578323293988,-0.003775825723979123
475,Brazil,7.761836204469828,7.535486649479588,7.531638820783865,7.526320274487565,7.766181046041177,7.461644890507061,10.0398464009043,9.989363709325152,9.984132813094211,7.616374392582824,83.19023305765721,0.13951035950177504
476,Brazil,7.588588580764612,7.773831034137689,7.711937307497488,7.538793868387399,7.654129799629998,7.530994112007146,10.024985904774734,9.99296891070699,9.963551852031728,7.4103514985418695,83.20366222516316,-0.02336535857827707
477,El Salvador,7.446287966416345,7.819529832885075,8.165438940456548,8.118156920892739,7.191127612554042,7.595455266464379,9.952341985558984,9.315897241297092,10.004450448549322,7.577830965379059,83.19781555694982,0.16853667038946935
478,Ethiopia,7.769584320829894,7.995898123495217,7.661330573349926,8.03851221228551,7.811057879798583,7.936446029995572,9.366751447500304,9.320170281816877,9.301776764474107,7.873534800893118,83.14375242030522,-0.018285407400827715
479,Colombia,7.567465533444873,7.655345037965295,7.360733478383003,7.698341986314466,7.731398384881871,7.573329310979034,9.971675351252154,10.002497686846661,9.97840578211552,7.532068083275861,83.07274207864836,-0.04768844183315085
480,Colombia,7.751895461509497,7.525197696800753,7.527768597681796,7.422365768461638,7.973956555369478,7.771567476190026,9.989448698527422,9.984459124625678,10.025321411725443,7.15468376374867,83.07992701552065,-0.04660395642049765
481,Brazil,7.559918351963985,7.54436592126986,7.584581170554935,7.455992070576976,7.622341235824296,7.616157478493909,10.000014383856042,10.027754763089696,9.980749948356618,7.582105154991478,83.05542110418236,0.1156110362848786
482,Brazil,7.319288916558926,7.6309823036749975,7.641587289983218,7.316840055883314,7.77106438350657,7.452091043280538,9.996007176062685,10.039813803549006,9.97008364099543,7.963192031579434,83.11551654585409,-0.005186434785124969
483,Taiwan,7.810330217045179,7.943543526505384,7.4725651539705025,7.836091285552852,7.63427904823775,7.296228509945806,9.379313274451032,10.006152408279418,10.042034551467292,7.791013910375712,83.12129108207444,-0.01432767469777707
484,Brazil,7.420651724144132,7.62440179425696,7.575336708298261,7.529244422398535,7.738215041275164,7.635248788712685,10.039835884042153,10.034765030343735,10.008831500014507,7.545194913228087,83.04326153422643,0.13245504216132753
485,Brazil,7.557173222836022,7.853692054233765,7.6639539984822145,7.37382618043258,7.431230869234235,7.480975205962039,9.981125215117958,9.968710076981486,10.004595714455741,7.648086752912361,83.12033396979912,0.0009659459454939706
486,Costa Rica,7.847282739700436,7.320559430787393,7.5039072689706625,7.639480638088409,7.582110955413378,7.705845959160558,9.989243946852056,9.985783006184954,9.978054988326383,7.4791212642486045,83.0342838393715,0.1125920948962339
